1.08569,-0.275665,-0.96257,0.668742,-1.2144,-0.673145,1275819
1.38843,0.0813751,-0.984695,0.680566,-0.949794,1.03665,1275853
1.64218,0.228439,-0.961166,0.813254,-1.04151,3.38961,1275886
1.39328,0.438858,-0.804932,0.730292,-1.52344,5.88597,1275920
0.943222,0.629059,-0.637604,0.340906,-1.53946,7.83299,1275954
-0.514618,0.640869,-0.294479,-1.54639,-0.813884,7.05156,1275986
-0.745224,0.570602,-0.523117,-1.95093,-0.901632,6.35276,1276020
-1.08458,0.381195,-0.692627,-1.62537,-0.226711,5.11697,1276053
-0.95665,0.221008,-0.583145,-1.61017,1.02481,3.86933,1276086
-0.691788,0.20845,-0.651596,-1.93877,1.82998,3.14971,1276120
-0.49057,0.257538,-0.883072,-1.8863,1.56993,2.5884,1276154
-0.76091,0.0653229,-1.39972,-0.373961,2.11618,1.35054,1276186
-0.433167,0.146973,-1.34715,0.107271,2.76938,0.312274,1276220
-0.168976,0.186615,-1.57425,0.760599,2.67838,-0.0654157,1276253
-0.248901,0.189758,-1.86403,1.96987,2.50693,-0.308012,1276286
-0.413162,0.0744019,-1.84927,3.22817,2.88602,-1.25079,1276320
-0.379227,0.0966187,-1.42043,4.23303,3.00608,-2.67275,1276353
0.173477,0.0888519,-0.872131,3.50252,2.1775,-3.14546,1276386
-0.114075,0.0786743,-0.861023,3.74431,2.0867,-3.97956,1276420
0.0347748,0.224854,-0.703705,3.67424,1.77375,-4.74088,1276453
0.29364,0.217133,-0.608719,3.35874,1.65947,-4.85727,1276487
0.560287,0.209549,-0.563507,3.17783,-0.779408,-4.94375,1276520
0.824661,0.259033,-0.489883,3.01352,-3.4838,-4.56953,1276553
0.72879,0.27858,-0.445007,2.1362,-3.14105,-4.25543,1276588
0.529327,0.279114,-1.39574,0.594093,-3.01626,-4.07222,1276620
0.975037,0.055954,-1.47601,1.76793,-2.60455,-3.44579,1276653
0.850906,0.120621,-1.2319,1.77822,-1.24613,-2.6287,1276686
0.662354,0.224426,-1.43686,2.20433,-1.55982,-2.48677,1276719
1.2766,0.236572,-1.82159,3.48075,-1.56303,-1.80275,1276753
1.29315,0.227295,-1.68214,5.21024,-1.57322,-0.401345,1276787
1.40636,0.0917511,-0.445557,5.74152,-1.87367,3.09689,1276819
0.273712,-0.0304413,0.34848,-0.290656,0.796934,5.61689,1276894
0.0197754,0.129944,-0.285904,-3.5735,2.63601,5.83881,1276956
-0.419891,0.107925,-0.721954,-3.21553,2.68355,3.27589,1277054
-0.0954437,0.0498199,-1.09769,-2.553,2.16717,2.13857,1277103
0.386093,0.228256,-1.04346,-2.62508,1.36938,2.40204,1277153
0.108612,0.146164,-1.72571,-0.580452,1.76079,2.11367,1277203
0.498596,0.353897,-1.63632,0.404356,1.20094,3.12709,1277253
0.237152,0.353699,-1.90768,1.27145,0.39938,3.76507,1277303
-0.479523,0.0840912,-1.43253,3.79402,0.494818,1.15609,1277336
-0.345398,-0.000350952,-1.11223,3.34976,0.540818,0.140642,1277369
-0.273499,-0.0891113,-1.24878,3.45674,0.303436,-0.645265,1277403
-0.195465,0.00354004,-0.909973,4.43969,0.599816,-2.76193,1277453
0.096283,0.00450134,-0.348953,4.14285,1.15119,-3.38069,1277486
0.286652,-0.10701,-0.145935,3.09616,0.692115,-2.84067,1277520
0.134155,-0.202652,0.085556,1.79505,-0.630508,-3.36717,1277552
0.256973,-0.139343,0.143265,0.452442,-1.02383,-3.70656,1277586
0.509537,-0.0883331,-0.124222,-0.693106,-1.15822,-3.31733,1277619
0.367126,-0.10199,-0.672058,-1.6878,-1.77398,-3.17616,1277652
0.433975,-0.0243378,-0.772324,-2.02252,-1.23668,-3.22824,1277686
0.809128,0.00965881,-0.954803,-2.12011,-0.841604,-2.79367,1277719
0.875244,0.000137329,-1.11005,-1.79212,-0.481242,-2.14701,1277754
0.736206,0.0863647,-1.47647,-0.376563,-0.0604009,-1.98991,1277788
0.663757,0.155716,-1.43201,0.651466,-0.820088,-2.01119,1277819
0.83812,0.158951,-1.43393,1.27309,-0.522948,-2.13824,1277852
1.05261,0.227036,-1.12927,2.1006,-0.51105,-0.550448,1277903
0.948746,0.24939,-1.02188,2.44753,-0.835564,-0.0571945,1277936
0.76593,0.110809,-0.431625,1.38538,-0.0434261,0.844571,1277969
0.583527,4.57764e-05,-0.329117,0.700211,-0.0215296,1.0336,1278003
0.29155,-0.0973663,-0.335831,0.168511,-0.0181094,0.915569,1278036
0.268661,-0.167572,-0.434387,-0.433081,0.072701,0.59593,1278070
0.0994263,-0.26683,-0.84581,-0.388652,-0.102161,-0.333706,1278120
0.0067749,-0.289062,-1.10751,0.398509,-0.489664,-1.32831,1278153
0.596512,-0.134781,-1.08711,1.75284,-1.90222,-1.93272,1278203
0.971695,0.0262604,-0.887451,1.49312,-1.36148,-0.827493,1278236
1.60556,0.0315094,-0.492035,0.411746,-0.965133,1.30923,1278270
1.56557,0.0472412,-0.47139,-1.1822,-1.17117,4.35578,1278302
0.81189,0.402008,-0.632034,-2.40154,-0.526369,6.20959,1278336
0.254623,0.589905,-0.957886,-2.64166,0.644193,6.44823,1278369
-0.0906677,-0.0701447,-1.1702,-0.270894,0.469038,3.09409,1278420
0.0804138,-0.0222321,-0.85968,-0.663206,-0.0892349,3.43032,1278470
-0.577637,-0.256409,-1.20396,-0.127359,0.926086,2.14068,1278502
-0.278717,-0.303986,-1.00917,0.368216,1.08936,-0.479261,1278553
-0.126663,-0.289597,-1.10466,0.370993,1.11527,-0.830587,1278586
-0.174484,-0.185852,-0.988083,1.39017,0.945355,-2.94556,1278637
0.0494843,-0.0807953,-0.683151,1.08459,1.52623,-3.77889,1278687
0.357376,0.0565338,-0.751434,0.828885,-0.165425,-4.21454,1278737
0.547653,0.123932,-0.803864,1.1419,-1.50401,-4.14979,1278787
0.729584,0.172958,-0.597916,0.988268,-0.678318,-3.6892,1278819
0.934387,0.15242,-0.837189,-0.680345,0.0977404,-1.21561,1278870
0.793884,0.106064,-1.11862,0.0981874,-0.00409266,-0.841094,1278902
0.994461,-0.0149384,-0.900665,0.19968,-0.612881,0.517601,1278953
1.27081,0.0222321,-0.756271,-0.685275,-0.272834,2.27616,1279003
0.755356,0.299973,-1.084,-0.862444,-0.06562,4.71243,1279053
0.489532,0.305847,-0.825546,-0.843552,-0.100684,5.45637,1279104
-0.0146332,0.110489,-0.93515,-0.24583,-0.505603,4.59638,1279153
0.0666656,0.0414276,-0.785477,0.00857042,-0.732735,3.93532,1279203
-0.43718,-0.27887,-1.04311,0.200058,0.792177,1.99365,1279253
-0.0745544,-0.310745,-0.854691,-0.0749684,0.434953,0.263567,1279303
0.0271759,-0.323502,-1.04341,-0.170137,0.0839612,-0.394898,1279353
0.212006,-0.27652,-1.08719,0.0592774,-0.0563258,-0.54741,1279403
0.260803,-0.272614,-0.940125,-0.0708018,0.272132,-0.107813,1279453
0.342224,-0.250763,-0.949036,0.29422,-0.291279,-0.270067,1279503
0.245132,-0.29126,-0.905228,0.0713935,0.0212086,-0.0160742,1279553
0.138763,-0.316544,-1.01738,0.217832,0.134495,-0.25431,1279603
0.148682,-0.333755,-0.945663,0.423775,0.360693,-0.689161,1279653
