0.0447235,-0.146896,-0.957596,0.366139,0.193032,-0.183088,418772
0.0112152,-0.199783,-0.941772,0.336886,0.173883,-0.225716,418805
0.0529327,-0.226212,-1.0623,-0.00601108,0.140305,-0.161803,418839
0.0381012,-0.193527,-1.01657,0.0320889,-0.060133,-0.196103,418872
0.0409698,-0.207016,-0.978317,0.0247788,-0.0364282,-0.199738,418905
0.0407715,-0.252472,-0.917648,-0.0122415,0.0358479,-0.130711,418939
0.0261078,-0.231461,-0.941467,-0.0591499,-0.0224941,-0.0777552,418972
0.0363159,-0.224503,-0.95787,-0.09816,-0.0357209,-0.0637583,419005
0.0124207,-0.23172,-0.937851,-0.0786305,-0.0807331,-0.0600839,419039
0.00993347,-0.224991,-0.951614,0.0206407,-0.0624803,-0.060624,419072
0.0122528,-0.222061,-0.968216,-0.037515,-0.036638,-0.0663817,419105
0.0204163,-0.221939,-0.988602,-0.0937984,-0.0547013,-0.0366887,419139
0.0225372,-0.215103,-0.989517,-0.0882824,-0.0451668,-0.0143048,419172
0.00865173,-0.209549,-0.970245,-0.00759803,-0.00443652,-0.00142066,419205
0.0249176,-0.215042,-0.962051,0.0207965,0.0384011,-0.0350978,419239
0.0348053,-0.221649,-0.977493,-0.0436719,-0.0461346,-0.00364811,419272
0.016922,-0.178391,-0.962189,-0.0167179,-0.0234724,-0.022716,419305
0.0256195,-0.190826,-0.972778,0.00132168,0.00509654,-0.0233892,419339
0.0241699,-0.212158,-0.971848,0.0419934,0.0183526,-0.00281358,419372
0.0280609,-0.229523,-0.98941,0.027904,0.0100037,0.0338746,419405
0.0293121,-0.203339,-0.975632,0.000250438,0.00274987,0.0259179,419439
0.0263977,-0.201416,-0.923798,-0.0284565,-0.00332593,0.0105505,419473
0.00942993,-0.21727,-0.968262,-0.0271469,-0.0163813,0.00923269,419505
0.0146027,-0.208466,-0.974014,-0.0408106,-0.0188098,0.0250059,419539
0.0256042,-0.211197,-0.993378,-0.0623103,-0.0711351,0.0229521,419572
